Date/Time,Average Real Power (W)
2021-02-15 16:30:00 -0600,711
2021-02-15 16:35:00 -0600,711
2021-02-15 16:40:00 -0600,618
2021-02-15 16:45:00 -0600,620
2021-02-15 16:50:00 -0600,620
2021-02-15 16:55:00 -0600,660
2021-02-15 17:00:00 -0600,906
2021-02-15 17:05:00 -0600,906
2021-02-15 17:10:00 -0600,740
2021-02-15 17:15:00 -0600,639
2021-02-15 17:20:00 -0600,639
2021-02-15 17:25:00 -0600,457
2021-02-15 17:30:00 -0600,238
2021-02-15 17:35:00 -0600,238
2021-02-15 17:40:00 -0600,195
2021-02-15 17:45:00 -0600,165
2021-02-15 17:50:00 -0600,165
2021-02-15 17:55:00 -0600,100
2021-02-15 18:00:00 -0600,0
2021-02-15 18:05:00 -0600,0
2021-02-15 18:10:00 -0600,0
2021-02-15 18:15:00 -0600,0
2021-02-15 18:20:00 -0600,0
2021-02-15 18:25:00 -0600,0
2021-02-15 18:30:00 -0600,0
2021-02-15 18:35:00 -0600,0
2021-02-15 18:40:00 -0600,0
2021-02-15 18:45:00 -0600,0
2021-02-15 18:50:00 -0600,0
2021-02-15 18:55:00 -0600,0
2021-02-15 19:00:00 -0600,0
2021-02-15 19:05:00 -0600,0
2021-02-15 19:10:00 -0600,0
2021-02-15 19:15:00 -0600,0
2021-02-15 19:20:00 -0600,0
2021-02-15 19:25:00 -0600,0
2021-02-15 19:30:00 -0600,0
2021-02-15 19:35:00 -0600,0
2021-02-15 19:40:00 -0600,0
2021-02-15 19:45:00 -0600,0
2021-02-15 19:50:00 -0600,0
2021-02-15 19:55:00 -0600,0
2021-02-15 20:00:00 -0600,0
2021-02-15 20:05:00 -0600,0
2021-02-15 20:10:00 -0600,0
2021-02-15 20:15:00 -0600,0
2021-02-15 20:20:00 -0600,0
2021-02-15 20:25:00 -0600,0
2021-02-15 20:30:00 -0600,0
2021-02-15 20:35:00 -0600,0
2021-02-15 20:40:00 -0600,0
2021-02-15 20:45:00 -0600,0
2021-02-15 20:50:00 -0600,0
2021-02-15 20:55:00 -0600,0
2021-02-15 21:00:00 -0600,0
2021-02-15 21:05:00 -0600,0
2021-02-15 21:10:00 -0600,0
2021-02-15 21:15:00 -0600,0
2021-02-15 21:20:00 -0600,0
2021-02-15 21:25:00 -0600,0
2021-02-15 21:30:00 -0600,0
2021-02-15 21:35:00 -0600,0
2021-02-15 21:40:00 -0600,0
2021-02-15 21:45:00 -0600,0
2021-02-15 21:50:00 -0600,0
2021-02-15 21:55:00 -0600,0
2021-02-15 22:00:00 -0600,0
2021-02-15 22:05:00 -0600,0
2021-02-15 22:10:00 -0600,0
2021-02-15 22:15:00 -0600,0
2021-02-15 22:20:00 -0600,0
2021-02-15 22:25:00 -0600,0
2021-02-15 22:30:00 -0600,0
2021-02-15 22:35:00 -0600,0
2021-02-15 22:40:00 -0600,0
2021-02-15 22:45:00 -0600,0
2021-02-15 22:50:00 -0600,0
2021-02-15 22:55:00 -0600,0
2021-02-15 23:00:00 -0600,0
2021-02-15 23:05:00 -0600,0
2021-02-15 23:10:00 -0600,0
2021-02-15 23:15:00 -0600,0
2021-02-15 23:20:00 -0600,0
2021-02-15 23:25:00 -0600,0
2021-02-15 23:30:00 -0600,0
2021-02-15 23:35:00 -0600,0
2021-02-15 23:40:00 -0600,0
2021-02-15 23:45:00 -0600,0
2021-02-15 23:50:00 -0600,0
2021-02-15 23:55:00 -0600,0
2021-02-16 00:00:00 -0600,0
2021-02-16 00:05:00 -0600,0
2021-02-16 00:10:00 -0600,0
2021-02-16 00:15:00 -0600,0
2021-02-16 00:20:00 -0600,0
2021-02-16 00:25:00 -0600,0
2021-02-16 00:30:00 -0600,0
2021-02-16 00:35:00 -0600,0
2021-02-16 00:40:00 -0600,0
2021-02-16 00:45:00 -0600,0
2021-02-16 00:50:00 -0600,0
2021-02-16 00:55:00 -0600,0
2021-02-16 01:00:00 -0600,0
2021-02-16 01:05:00 -0600,0
2021-02-16 01:10:00 -0600,0
2021-02-16 01:15:00 -0600,0
2021-02-16 01:20:00 -0600,0
2021-02-16 01:25:00 -0600,0
2021-02-16 01:30:00 -0600,0
2021-02-16 01:35:00 -0600,0
2021-02-16 01:40:00 -0600,0
2021-02-16 01:45:00 -0600,0
2021-02-16 01:50:00 -0600,0
2021-02-16 01:55:00 -0600,0
2021-02-16 02:00:00 -0600,0
2021-02-16 02:05:00 -0600,0
2021-02-16 02:10:00 -0600,0
2021-02-16 02:15:00 -0600,0
2021-02-16 02:20:00 -0600,0
2021-02-16 02:25:00 -0600,0
2021-02-16 02:30:00 -0600,0
2021-02-16 02:35:00 -0600,0
2021-02-16 02:40:00 -0600,0
2021-02-16 02:45:00 -0600,0
2021-02-16 02:50:00 -0600,0
2021-02-16 02:55:00 -0600,0
2021-02-16 03:00:00 -0600,0
2021-02-16 03:05:00 -0600,0
2021-02-16 03:10:00 -0600,0
2021-02-16 03:15:00 -0600,0
2021-02-16 03:20:00 -0600,0
2021-02-16 03:25:00 -0600,0
2021-02-16 03:30:00 -0600,0
2021-02-16 03:35:00 -0600,0
2021-02-16 03:40:00 -0600,0
2021-02-16 03:45:00 -0600,0
2021-02-16 03:50:00 -0600,0
2021-02-16 03:55:00 -0600,0
2021-02-16 04:00:00 -0600,0
2021-02-16 04:05:00 -0600,0
2021-02-16 04:10:00 -0600,0
2021-02-16 04:15:00 -0600,0
2021-02-16 04:20:00 -0600,0
2021-02-16 04:25:00 -0600,0
2021-02-16 04:30:00 -0600,0
2021-02-16 04:35:00 -0600,0
2021-02-16 04:40:00 -0600,0
2021-02-16 04:45:00 -0600,0
2021-02-16 04:50:00 -0600,0
2021-02-16 04:55:00 -0600,0
2021-02-16 05:00:00 -0600,0
2021-02-16 05:05:00 -0600,0
2021-02-16 05:10:00 -0600,0
2021-02-16 05:15:00 -0600,0
2021-02-16 05:20:00 -0600,0
2021-02-16 05:25:00 -0600,0
2021-02-16 05:30:00 -0600,0
2021-02-16 05:35:00 -0600,0
2021-02-16 05:40:00 -0600,0
2021-02-16 05:45:00 -0600,0
2021-02-16 05:50:00 -0600,0
2021-02-16 05:55:00 -0600,0
2021-02-16 06:00:00 -0600,0
2021-02-16 06:05:00 -0600,0
2021-02-16 06:10:00 -0600,0
2021-02-16 06:15:00 -0600,0
2021-02-16 06:20:00 -0600,0
2021-02-16 06:25:00 -0600,0
2021-02-16 06:30:00 -0600,0
2021-02-16 06:35:00 -0600,0
2021-02-16 06:40:00 -0600,0
2021-02-16 06:45:00 -0600,0
2021-02-16 06:50:00 -0600,0
2021-02-16 06:55:00 -0600,0
2021-02-16 07:00:00 -0600,1
2021-02-16 07:05:00 -0600,20
2021-02-16 07:10:00 -0600,23
2021-02-16 07:15:00 -0600,341
2021-02-16 07:20:00 -0600,489
2021-02-16 07:25:00 -0600,489
2021-02-16 07:30:00 -0600,489
2021-02-16 07:35:00 -0600,489
2021-02-16 07:40:00 -0600,478
2021-02-16 07:45:00 -0600,1083
2021-02-16 07:50:00 -0600,1202
2021-02-16 07:55:00 -0600,1125
2021-02-16 08:00:00 -0600,1465
2021-02-16 08:05:00 -0600,1473
2021-02-16 08:10:00 -0600,1381
2021-02-16 08:15:00 -0600,1760
2021-02-16 08:20:00 -0600,1762
2021-02-16 08:25:00 -0600,1651
2021-02-16 08:30:00 -0600,2034
2021-02-16 08:35:00 -0600,2043
2021-02-16 08:40:00 -0600,1909
2021-02-16 08:45:00 -0600,2268
2021-02-16 08:50:00 -0600,2283
2021-02-16 08:55:00 -0600,2154
2021-02-16 09:00:00 -0600,2563
2021-02-16 09:05:00 -0600,2588
2021-02-16 09:10:00 -0600,2438
2021-02-16 09:15:00 -0600,2817
2021-02-16 09:20:00 -0600,2850
2021-02-16 09:25:00 -0600,2716
2021-02-16 09:30:00 -0600,2883
2021-02-16 09:35:00 -0600,2940
2021-02-16 09:40:00 -0600,2781
2021-02-16 09:45:00 -0600,2972
2021-02-16 09:50:00 -0600,3002
2021-02-16 09:55:00 -0600,2877
2021-02-16 10:00:00 -0600,3034
2021-02-16 10:05:00 -0600,3111
2021-02-16 10:10:00 -0600,2983
2021-02-16 10:15:00 -0600,3187
2021-02-16 10:20:00 -0600,3266
2021-02-16 10:25:00 -0600,3125
2021-02-16 10:30:00 -0600,3436
2021-02-16 10:35:00 -0600,3526
2021-02-16 10:40:00 -0600,3378
2021-02-16 10:45:00 -0600,3704
2021-02-16 10:50:00 -0600,3839
2021-02-16 10:55:00 -0600,3700
2021-02-16 11:00:00 -0600,4020
2021-02-16 11:05:00 -0600,4193
2021-02-16 11:10:00 -0600,4016
2021-02-16 11:15:00 -0600,4379
2021-02-16 11:20:00 -0600,4534
2021-02-16 11:25:00 -0600,4365
2021-02-16 11:30:00 -0600,4655
2021-02-16 11:35:00 -0600,4870
2021-02-16 11:40:00 -0600,4718
2021-02-16 11:45:00 -0600,4977
2021-02-16 11:50:00 -0600,5246
2021-02-16 11:55:00 -0600,5064
2021-02-16 12:00:00 -0600,5660
2021-02-16 12:05:00 -0600,5891
2021-02-16 12:10:00 -0600,5739
2021-02-16 12:15:00 -0600,6594
2021-02-16 12:20:00 -0600,6847
2021-02-16 12:25:00 -0600,6670
2021-02-16 12:30:00 -0600,7351
2021-02-16 12:35:00 -0600,7648
2021-02-16 12:40:00 -0600,7456
2021-02-16 12:45:00 -0600,7741
2021-02-16 12:50:00 -0600,8078
2021-02-16 12:55:00 -0600,7899
2021-02-16 13:00:00 -0600,7934
2021-02-16 13:05:00 -0600,8274
2021-02-16 13:10:00 -0600,8127
2021-02-16 13:15:00 -0600,8098
2021-02-16 13:20:00 -0600,8439
2021-02-16 13:25:00 -0600,8288
2021-02-16 13:30:00 -0600,8213
2021-02-16 13:35:00 -0600,8597
2021-02-16 13:40:00 -0600,8456
2021-02-16 13:45:00 -0600,8270
2021-02-16 13:50:00 -0600,8614
2021-02-16 13:55:00 -0600,8559
2021-02-16 14:00:00 -0600,8096
2021-02-16 14:05:00 -0600,8576
2021-02-16 14:10:00 -0600,8485
2021-02-16 14:15:00 -0600,7867
2021-02-16 14:20:00 -0600,8284
2021-02-16 14:25:00 -0600,8246
2021-02-16 14:30:00 -0600,7688
2021-02-16 14:35:00 -0600,8133
2021-02-16 14:40:00 -0600,8082
2021-02-16 14:45:00 -0600,7510
2021-02-16 14:50:00 -0600,7946
2021-02-16 14:55:00 -0600,7920
2021-02-16 15:00:00 -0600,6907
2021-02-16 15:05:00 -0600,7374
2021-02-16 15:10:00 -0600,7346
2021-02-16 15:15:00 -0600,6799
2021-02-16 15:20:00 -0600,7192
2021-02-16 15:25:00 -0600,7178
2021-02-16 15:30:00 -0600,5242
2021-02-16 15:35:00 -0600,5427
2021-02-16 15:40:00 -0600,5417
2021-02-16 15:45:00 -0600,4885
2021-02-16 15:50:00 -0600,5168
2021-02-16 15:55:00 -0600,5162
2021-02-16 16:00:00 -0600,4099
2021-02-16 16:05:00 -0600,4301
2021-02-16 16:10:00 -0600,4300
2021-02-16 16:15:00 -0600,1550
2021-02-16 16:20:00 -0600,1496
2021-02-16 16:25:00 -0600,1496
2021-02-16 16:30:00 -0600,1035
2021-02-16 16:35:00 -0600,1092
2021-02-16 16:40:00 -0600,1092
2021-02-16 16:45:00 -0600,626
2021-02-16 16:50:00 -0600,648
2021-02-16 16:55:00 -0600,648
2021-02-16 17:00:00 -0600,356
2021-02-16 17:05:00 -0600,361
2021-02-16 17:10:00 -0600,361
2021-02-16 17:15:00 -0600,200
2021-02-16 17:20:00 -0600,202
2021-02-16 17:25:00 -0600,202
2021-02-16 17:30:00 -0600,96
2021-02-16 17:35:00 -0600,92
2021-02-16 17:40:00 -0600,92
2021-02-16 17:45:00 -0600,8
2021-02-16 17:50:00 -0600,0
2021-02-16 17:55:00 -0600,0
2021-02-16 18:00:00 -0600,0
2021-02-16 18:05:00 -0600,0
2021-02-16 18:10:00 -0600,0
2021-02-16 18:15:00 -0600,0
2021-02-16 18:20:00 -0600,0
2021-02-16 18:25:00 -0600,0
2021-02-16 18:30:00 -0600,0
2021-02-16 18:35:00 -0600,0
2021-02-16 18:40:00 -0600,0
2021-02-16 18:45:00 -0600,0
2021-02-16 18:50:00 -0600,0
2021-02-16 18:55:00 -0600,0
2021-02-16 19:00:00 -0600,0
2021-02-16 19:05:00 -0600,0
2021-02-16 19:10:00 -0600,0
2021-02-16 19:15:00 -0600,0
2021-02-16 19:20:00 -0600,0
2021-02-16 19:25:00 -0600,0
2021-02-16 19:30:00 -0600,0
2021-02-16 19:35:00 -0600,0
2021-02-16 19:40:00 -0600,0
2021-02-16 19:45:00 -0600,0
2021-02-16 19:50:00 -0600,0
2021-02-16 19:55:00 -0600,0
2021-02-16 20:00:00 -0600,0
2021-02-16 20:05:00 -0600,0
2021-02-16 20:10:00 -0600,0
2021-02-16 20:15:00 -0600,0
2021-02-16 20:20:00 -0600,0
2021-02-16 20:25:00 -0600,0
2021-02-16 20:30:00 -0600,0
2021-02-16 20:35:00 -0600,0
2021-02-16 20:40:00 -0600,0
2021-02-16 20:45:00 -0600,0
2021-02-16 20:50:00 -0600,0
2021-02-16 20:55:00 -0600,0
2021-02-16 21:00:00 -0600,0
2021-02-16 21:05:00 -0600,0
2021-02-16 21:10:00 -0600,0
2021-02-16 21:15:00 -0600,0
2021-02-16 21:20:00 -0600,0
2021-02-16 21:25:00 -0600,0
2021-02-16 21:30:00 -0600,0
2021-02-16 21:35:00 -0600,0
2021-02-16 21:40:00 -0600,0
2021-02-16 21:45:00 -0600,0
2021-02-16 21:50:00 -0600,0
2021-02-16 21:55:00 -0600,0
2021-02-16 22:00:00 -0600,0
2021-02-16 22:05:00 -0600,0
2021-02-16 22:10:00 -0600,0
2021-02-16 22:15:00 -0600,0
2021-02-16 22:20:00 -0600,0
2021-02-16 22:25:00 -0600,0
2021-02-16 22:30:00 -0600,0
2021-02-16 22:35:00 -0600,0
2021-02-16 22:40:00 -0600,0
2021-02-16 22:45:00 -0600,0
2021-02-16 22:50:00 -0600,0
2021-02-16 22:55:00 -0600,0
2021-02-16 23:00:00 -0600,0
2021-02-16 23:05:00 -0600,0
2021-02-16 23:10:00 -0600,0
2021-02-16 23:15:00 -0600,0
2021-02-16 23:20:00 -0600,0
2021-02-16 23:25:00 -0600,0
2021-02-16 23:30:00 -0600,0
2021-02-16 23:35:00 -0600,0
2021-02-16 23:40:00 -0600,0
2021-02-16 23:45:00 -0600,0
2021-02-16 23:50:00 -0600,0
2021-02-16 23:55:00 -0600,0
2021-02-17 00:00:00 -0600,0
2021-02-17 00:05:00 -0600,0
2021-02-17 00:10:00 -0600,0
2021-02-17 00:15:00 -0600,0
2021-02-17 00:20:00 -0600,0
2021-02-17 00:25:00 -0600,0
2021-02-17 00:30:00 -0600,0
2021-02-17 00:35:00 -0600,0
2021-02-17 00:40:00 -0600,0
2021-02-17 00:45:00 -0600,0
2021-02-17 00:50:00 -0600,0
2021-02-17 00:55:00 -0600,0
2021-02-17 01:00:00 -0600,0
2021-02-17 01:05:00 -0600,0
2021-02-17 01:10:00 -0600,0
2021-02-17 01:15:00 -0600,0
2021-02-17 01:20:00 -0600,0
2021-02-17 01:25:00 -0600,0
2021-02-17 01:30:00 -0600,0
2021-02-17 01:35:00 -0600,0
2021-02-17 01:40:00 -0600,0
2021-02-17 01:45:00 -0600,0
2021-02-17 01:50:00 -0600,0
2021-02-17 01:55:00 -0600,0
2021-02-17 02:00:00 -0600,0
2021-02-17 02:05:00 -0600,0
2021-02-17 02:10:00 -0600,0
2021-02-17 02:15:00 -0600,0
2021-02-17 02:20:00 -0600,0
2021-02-17 02:25:00 -0600,0
2021-02-17 02:30:00 -0600,0
2021-02-17 02:35:00 -0600,0
2021-02-17 02:40:00 -0600,0
2021-02-17 02:45:00 -0600,0
2021-02-17 02:50:00 -0600,0
2021-02-17 02:55:00 -0600,0
2021-02-17 03:00:00 -0600,0
2021-02-17 03:05:00 -0600,0
2021-02-17 03:10:00 -0600,0
2021-02-17 03:15:00 -0600,0
2021-02-17 03:20:00 -0600,0
2021-02-17 03:25:00 -0600,0
2021-02-17 03:30:00 -0600,0
2021-02-17 03:35:00 -0600,0
2021-02-17 03:40:00 -0600,0
2021-02-17 03:45:00 -0600,0
2021-02-17 03:50:00 -0600,0
2021-02-17 03:55:00 -0600,0
2021-02-17 04:00:00 -0600,0
2021-02-17 04:05:00 -0600,0
2021-02-17 04:10:00 -0600,0
2021-02-17 04:15:00 -0600,0
2021-02-17 04:20:00 -0600,0
2021-02-17 04:25:00 -0600,0
2021-02-17 04:30:00 -0600,0
2021-02-17 04:35:00 -0600,0
2021-02-17 04:40:00 -0600,0
2021-02-17 04:45:00 -0600,0
2021-02-17 04:50:00 -0600,0
2021-02-17 04:55:00 -0600,0
2021-02-17 05:00:00 -0600,0
2021-02-17 05:05:00 -0600,0
2021-02-17 05:10:00 -0600,0
2021-02-17 05:15:00 -0600,0
2021-02-17 05:20:00 -0600,0
2021-02-17 05:25:00 -0600,0
2021-02-17 05:30:00 -0600,0
2021-02-17 05:35:00 -0600,0
2021-02-17 05:40:00 -0600,0
2021-02-17 05:45:00 -0600,0
2021-02-17 05:50:00 -0600,0
2021-02-17 05:55:00 -0600,0
2021-02-17 06:00:00 -0600,0
2021-02-17 06:05:00 -0600,0
2021-02-17 06:10:00 -0600,0
2021-02-17 06:15:00 -0600,0
2021-02-17 06:20:00 -0600,0
2021-02-17 06:25:00 -0600,0
2021-02-17 06:30:00 -0600,0
2021-02-17 06:35:00 -0600,0
2021-02-17 06:40:00 -0600,0
2021-02-17 06:45:00 -0600,0
2021-02-17 06:50:00 -0600,0
2021-02-17 06:55:00 -0600,0
2021-02-17 07:00:00 -0600,0
2021-02-17 07:05:00 -0600,0
2021-02-17 07:10:00 -0600,0
2021-02-17 07:15:00 -0600,0
2021-02-17 07:20:00 -0600,0
2021-02-17 07:25:00 -0600,2
2021-02-17 07:30:00 -0600,5
2021-02-17 07:35:00 -0600,17
2021-02-17 07:40:00 -0600,18
2021-02-17 07:45:00 -0600,19
2021-02-17 07:50:00 -0600,21
2021-02-17 07:55:00 -0600,21
2021-02-17 08:00:00 -0600,32
2021-02-17 08:05:00 -0600,52
2021-02-17 08:10:00 -0600,52
2021-02-17 08:15:00 -0600,57
2021-02-17 08:20:00 -0600,70
2021-02-17 08:25:00 -0600,70
2021-02-17 08:30:00 -0600,77
2021-02-17 08:35:00 -0600,96
2021-02-17 08:40:00 -0600,96
2021-02-17 08:45:00 -0600,92
2021-02-17 08:50:00 -0600,105
2021-02-17 08:55:00 -0600,105
2021-02-17 09:00:00 -0600,104
2021-02-17 09:05:00 -0600,119
2021-02-17 09:10:00 -0600,119
2021-02-17 09:15:00 -0600,111
2021-02-17 09:20:00 -0600,121
2021-02-17 09:25:00 -0600,121
2021-02-17 09:30:00 -0600,121
2021-02-17 09:35:00 -0600,141
2021-02-17 09:40:00 -0600,141
2021-02-17 09:45:00 -0600,149
2021-02-17 09:50:00 -0600,181
2021-02-17 09:55:00 -0600,181
2021-02-17 10:00:00 -0600,199
2021-02-17 10:05:00 -0600,247
2021-02-17 10:10:00 -0600,247
2021-02-17 10:15:00 -0600,267
2021-02-17 10:20:00 -0600,330
2021-02-17 10:25:00 -0600,330
2021-02-17 10:30:00 -0600,287
2021-02-17 10:35:00 -0600,293
2021-02-17 10:40:00 -0600,293
2021-02-17 10:45:00 -0600,252
2021-02-17 10:50:00 -0600,259
2021-02-17 10:55:00 -0600,259
2021-02-17 11:00:00 -0600,270
2021-02-17 11:05:00 -0600,327
2021-02-17 11:10:00 -0600,327
2021-02-17 11:15:00 -0600,309
2021-02-17 11:20:00 -0600,348
2021-02-17 11:25:00 -0600,348
2021-02-17 11:30:00 -0600,336
2021-02-17 11:35:00 -0600,381
2021-02-17 11:40:00 -0600,381
2021-02-17 11:45:00 -0600,381
2021-02-17 11:50:00 -0600,448
2021-02-17 11:55:00 -0600,448
2021-02-17 12:00:00 -0600,406
2021-02-17 12:05:00 -0600,432
2021-02-17 12:10:00 -0600,432
2021-02-17 12:15:00 -0600,404
2021-02-17 12:20:00 -0600,449
2021-02-17 12:25:00 -0600,449
